Statistic Label,Month,Year,COICOP,Commodity Group,UNIT,VALUE
Moving 12 months average rate of change in HICP,February,2011,12,Miscellaneous goods and services,%,-0.7
Moving 12 months average rate of change in HICP,March,2011,00,All-items,%,-0.8
Moving 12 months average rate of change in HICP,March,2011,01,Food and non-alcoholic beverages,%,-2.3
Moving 12 months average rate of change in HICP,March,2011,02,"Alcoholic beverages, tobacco and narcotics",%,-2.5
Moving 12 months average rate of change in HICP,March,2011,03,Clothing and footwear,%,-7.4
Moving 12 months average rate of change in HICP,March,2011,04,"Housing, water, electricity, gas and other fuels",%,0.9
Moving 12 months average rate of change in HICP,March,2011,05,"Furnishings, household equipment and routine household maintenance",%,-3.5
Moving 12 months average rate of change in HICP,March,2011,06,Health,%,1.4
Moving 12 months average rate of change in HICP,March,2011,07,Transport,%,3.1
Moving 12 months average rate of change in HICP,March,2011,08,Communications,%,2.3
Moving 12 months average rate of change in HICP,March,2011,09,Recreation and culture,%,-1.8
Moving 12 months average rate of change in HICP,March,2011,10,Education,%,3.1
Moving 12 months average rate of change in HICP,March,2011,11,Restaurants and hotels,%,-2.0
Moving 12 months average rate of change in HICP,March,2011,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,April,2011,00,All-items,%,-0.5
Moving 12 months average rate of change in HICP,April,2011,01,Food and non-alcoholic beverages,%,-1.6
Moving 12 months average rate of change in HICP,April,2011,02,"Alcoholic beverages, tobacco and narcotics",%,-2.2
Moving 12 months average rate of change in HICP,April,2011,03,Clothing and footwear,%,-6.7
Moving 12 months average rate of change in HICP,April,2011,04,"Housing, water, electricity, gas and other fuels",%,1.7
Moving 12 months average rate of change in HICP,April,2011,05,"Furnishings, household equipment and routine household maintenance",%,-3.3
Moving 12 months average rate of change in HICP,April,2011,06,Health,%,1.8
Moving 12 months average rate of change in HICP,April,2011,07,Transport,%,3.1
Moving 12 months average rate of change in HICP,April,2011,08,Communications,%,2.6
Moving 12 months average rate of change in HICP,April,2011,09,Recreation and culture,%,-1.7
Moving 12 months average rate of change in HICP,April,2011,10,Education,%,2.3
Moving 12 months average rate of change in HICP,April,2011,11,Restaurants and hotels,%,-1.9
Moving 12 months average rate of change in HICP,April,2011,12,Miscellaneous goods and services,%,0.7
Moving 12 months average rate of change in HICP,May,2011,00,All-items,%,-0.2
Moving 12 months average rate of change in HICP,May,2011,01,Food and non-alcoholic beverages,%,-0.9
Moving 12 months average rate of change in HICP,May,2011,02,"Alcoholic beverages, tobacco and narcotics",%,-2.0
Moving 12 months average rate of change in HICP,May,2011,03,Clothing and footwear,%,-5.6
Moving 12 months average rate of change in HICP,May,2011,04,"Housing, water, electricity, gas and other fuels",%,1.8
Moving 12 months average rate of change in HICP,May,2011,05,"Furnishings, household equipment and routine household maintenance",%,-3.0
Moving 12 months average rate of change in HICP,May,2011,06,Health,%,2.1
Moving 12 months average rate of change in HICP,May,2011,07,Transport,%,2.9
Moving 12 months average rate of change in HICP,May,2011,08,Communications,%,3.0
Moving 12 months average rate of change in HICP,May,2011,09,Recreation and culture,%,-1.5
Moving 12 months average rate of change in HICP,May,2011,10,Education,%,1.4
Moving 12 months average rate of change in HICP,May,2011,11,Restaurants and hotels,%,-1.7
Moving 12 months average rate of change in HICP,May,2011,12,Miscellaneous goods and services,%,1.4
Moving 12 months average rate of change in HICP,June,2011,00,All-items,%,0.1
Moving 12 months average rate of change in HICP,June,2011,01,Food and non-alcoholic beverages,%,-0.4
Moving 12 months average rate of change in HICP,June,2011,02,"Alcoholic beverages, tobacco and narcotics",%,-1.6
Moving 12 months average rate of change in HICP,June,2011,03,Clothing and footwear,%,-5.0
Moving 12 months average rate of change in HICP,June,2011,04,"Housing, water, electricity, gas and other fuels",%,2.0
Moving 12 months average rate of change in HICP,June,2011,05,"Furnishings, household equipment and routine household maintenance",%,-2.9
Moving 12 months average rate of change in HICP,June,2011,06,Health,%,2.5
Moving 12 months average rate of change in HICP,June,2011,07,Transport,%,3.0
Moving 12 months average rate of change in HICP,June,2011,08,Communications,%,3.4
Moving 12 months average rate of change in HICP,June,2011,09,Recreation and culture,%,-1.4
Moving 12 months average rate of change in HICP,June,2011,10,Education,%,0.6
Moving 12 months average rate of change in HICP,June,2011,11,Restaurants and hotels,%,-1.4
Moving 12 months average rate of change in HICP,June,2011,12,Miscellaneous goods and services,%,2.1
Moving 12 months average rate of change in HICP,July,2011,00,All-items,%,0.3
Moving 12 months average rate of change in HICP,July,2011,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,July,2011,02,"Alcoholic beverages, tobacco and narcotics",%,-1.4
Moving 12 months average rate of change in HICP,July,2011,03,Clothing and footwear,%,-4.4
Moving 12 months average rate of change in HICP,July,2011,04,"Housing, water, electricity, gas and other fuels",%,2.1
Moving 12 months average rate of change in HICP,July,2011,05,"Furnishings, household equipment and routine household maintenance",%,-2.8
Moving 12 months average rate of change in HICP,July,2011,06,Health,%,2.7
Moving 12 months average rate of change in HICP,July,2011,07,Transport,%,3.1
Moving 12 months average rate of change in HICP,July,2011,08,Communications,%,3.3
Moving 12 months average rate of change in HICP,July,2011,09,Recreation and culture,%,-1.3
Moving 12 months average rate of change in HICP,July,2011,10,Education,%,-0.2
Moving 12 months average rate of change in HICP,July,2011,11,Restaurants and hotels,%,-1.3
Moving 12 months average rate of change in HICP,July,2011,12,Miscellaneous goods and services,%,2.6
Moving 12 months average rate of change in HICP,August,2011,00,All-items,%,0.4
Moving 12 months average rate of change in HICP,August,2011,01,Food and non-alcoholic beverages,%,0.4
Moving 12 months average rate of change in HICP,August,2011,02,"Alcoholic beverages, tobacco and narcotics",%,-1.2
Moving 12 months average rate of change in HICP,August,2011,03,Clothing and footwear,%,-3.8
Moving 12 months average rate of change in HICP,August,2011,04,"Housing, water, electricity, gas and other fuels",%,2.4
Moving 12 months average rate of change in HICP,August,2011,05,"Furnishings, household equipment and routine household maintenance",%,-2.7
Moving 12 months average rate of change in HICP,August,2011,06,Health,%,2.9
Moving 12 months average rate of change in HICP,August,2011,07,Transport,%,3.2
Moving 12 months average rate of change in HICP,August,2011,08,Communications,%,3.1
Moving 12 months average rate of change in HICP,August,2011,09,Recreation and culture,%,-1.2
Moving 12 months average rate of change in HICP,August,2011,10,Education,%,-1.1
Moving 12 months average rate of change in HICP,August,2011,11,Restaurants and hotels,%,-1.2
Moving 12 months average rate of change in HICP,August,2011,12,Miscellaneous goods and services,%,3.0
Moving 12 months average rate of change in HICP,September,2011,00,All-items,%,0.7
Moving 12 months average rate of change in HICP,September,2011,01,Food and non-alcoholic beverages,%,0.7
Moving 12 months average rate of change in HICP,September,2011,02,"Alcoholic beverages, tobacco and narcotics",%,-1.0
Moving 12 months average rate of change in HICP,September,2011,03,Clothing and footwear,%,-3.2
Moving 12 months average rate of change in HICP,September,2011,04,"Housing, water, electricity, gas and other fuels",%,2.7
Moving 12 months average rate of change in HICP,September,2011,05,"Furnishings, household equipment and routine household maintenance",%,-2.6
Moving 12 months average rate of change in HICP,September,2011,06,Health,%,3.1
Moving 12 months average rate of change in HICP,September,2011,07,Transport,%,3.4
Moving 12 months average rate of change in HICP,September,2011,08,Communications,%,2.9
Moving 12 months average rate of change in HICP,September,2011,09,Recreation and culture,%,-1.1
Moving 12 months average rate of change in HICP,September,2011,10,Education,%,-1.9
Moving 12 months average rate of change in HICP,September,2011,11,Restaurants and hotels,%,-1.1
Moving 12 months average rate of change in HICP,September,2011,12,Miscellaneous goods and services,%,3.4
Moving 12 months average rate of change in HICP,October,2011,00,All-items,%,0.8
Moving 12 months average rate of change in HICP,October,2011,01,Food and non-alcoholic beverages,%,0.9
Moving 12 months average rate of change in HICP,October,2011,02,"Alcoholic beverages, tobacco and narcotics",%,-0.8
Moving 12 months average rate of change in HICP,October,2011,03,Clothing and footwear,%,-2.6
Moving 12 months average rate of change in HICP,October,2011,04,"Housing, water, electricity, gas and other fuels",%,3.0
Moving 12 months average rate of change in HICP,October,2011,05,"Furnishings, household equipment and routine household maintenance",%,-2.5
Moving 12 months average rate of change in HICP,October,2011,06,Health,%,3.2
Moving 12 months average rate of change in HICP,October,2011,07,Transport,%,3.6
Moving 12 months average rate of change in HICP,October,2011,08,Communications,%,2.7
Moving 12 months average rate of change in HICP,October,2011,09,Recreation and culture,%,-1.0
Moving 12 months average rate of change in HICP,October,2011,10,Education,%,-1.3
Moving 12 months average rate of change in HICP,October,2011,11,Restaurants and hotels,%,-1.0
Moving 12 months average rate of change in HICP,October,2011,12,Miscellaneous goods and services,%,3.8
Moving 12 months average rate of change in HICP,November,2011,00,All-items,%,1.1
Moving 12 months average rate of change in HICP,November,2011,01,Food and non-alcoholic beverages,%,1.1
Moving 12 months average rate of change in HICP,November,2011,02,"Alcoholic beverages, tobacco and narcotics",%,-0.5
Moving 12 months average rate of change in HICP,November,2011,03,Clothing and footwear,%,-2.1
Moving 12 months average rate of change in HICP,November,2011,04,"Housing, water, electricity, gas and other fuels",%,3.4
Moving 12 months average rate of change in HICP,November,2011,05,"Furnishings, household equipment and routine household maintenance",%,-2.4
Moving 12 months average rate of change in HICP,November,2011,06,Health,%,3.3
Moving 12 months average rate of change in HICP,November,2011,07,Transport,%,3.8
Moving 12 months average rate of change in HICP,November,2011,08,Communications,%,2.5
Moving 12 months average rate of change in HICP,November,2011,09,Recreation and culture,%,-0.9
Moving 12 months average rate of change in HICP,November,2011,10,Education,%,-0.3
Moving 12 months average rate of change in HICP,November,2011,11,Restaurants and hotels,%,-0.8
Moving 12 months average rate of change in HICP,November,2011,12,Miscellaneous goods and services,%,4.1
Moving 12 months average rate of change in HICP,December,2011,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,December,2011,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,December,2011,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,December,2011,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,December,2011,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,December,2011,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,December,2011,06,Health,%,0.0
Moving 12 months average rate of change in HICP,December,2011,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,December,2011,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,December,2011,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,December,2011,10,Education,%,0.0
Moving 12 months average rate of change in HICP,December,2011,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,December,2011,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,January,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,January,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,January,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,January,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,January,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,January,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,January,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,January,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,January,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,January,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,January,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,January,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,January,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,February,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,February,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,February,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,February,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,February,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,February,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,February,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,February,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,February,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,February,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,February,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,February,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,February,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,March,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,March,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,March,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,March,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,March,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,March,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,March,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,March,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,March,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,March,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,March,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,March,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,March,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,April,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,April,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,April,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,April,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,April,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,April,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,April,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,April,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,April,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,April,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,April,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,April,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,April,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,May,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,May,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,May,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,May,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,May,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,May,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,May,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,May,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,May,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,May,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,May,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,May,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,May,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,June,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,June,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,June,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,June,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,June,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,June,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,June,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,June,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,June,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,June,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,June,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,June,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,June,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,July,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,July,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,July,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,July,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,July,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,July,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,July,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,July,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,July,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,July,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,July,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,July,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,July,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,August,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,August,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,August,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,August,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,August,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,August,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,August,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,August,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,August,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,August,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,August,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,August,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,August,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,September,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,September,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,September,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,September,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,September,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,September,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,September,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,September,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,September,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,September,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,September,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,September,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,September,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,October,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,October,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,October,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,October,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,October,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,October,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,October,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,October,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,October,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,October,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,October,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,October,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,October,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,November,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,November,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,November,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,November,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,November,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,November,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,November,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,November,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,November,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,November,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,November,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,November,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,November,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,December,2012,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,December,2012,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,December,2012,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,December,2012,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,December,2012,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,December,2012,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,December,2012,06,Health,%,0.0
Moving 12 months average rate of change in HICP,December,2012,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,December,2012,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,December,2012,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,December,2012,10,Education,%,0.0
Moving 12 months average rate of change in HICP,December,2012,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,December,2012,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,January,2013,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,January,2013,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,January,2013,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,January,2013,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,January,2013,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,January,2013,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,January,2013,06,Health,%,0.0
Moving 12 months average rate of change in HICP,January,2013,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,January,2013,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,January,2013,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,January,2013,10,Education,%,0.0
Moving 12 months average rate of change in HICP,January,2013,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,January,2013,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,February,2013,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,February,2013,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,February,2013,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,February,2013,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,February,2013,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,February,2013,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,February,2013,06,Health,%,0.0
Moving 12 months average rate of change in HICP,February,2013,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,February,2013,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,February,2013,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,February,2013,10,Education,%,0.0
Moving 12 months average rate of change in HICP,February,2013,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,February,2013,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,March,2013,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,March,2013,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,March,2013,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,March,2013,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,March,2013,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,March,2013,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,March,2013,06,Health,%,0.0
Moving 12 months average rate of change in HICP,March,2013,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,March,2013,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,March,2013,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,March,2013,10,Education,%,0.0
Moving 12 months average rate of change in HICP,March,2013,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,March,2013,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,April,2013,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,April,2013,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,April,2013,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,April,2013,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,April,2013,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,April,2013,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,April,2013,06,Health,%,0.0
Moving 12 months average rate of change in HICP,April,2013,07,Transport,%,0.0
Moving 12 months average rate of change in HICP,April,2013,08,Communications,%,0.0
Moving 12 months average rate of change in HICP,April,2013,09,Recreation and culture,%,0.0
Moving 12 months average rate of change in HICP,April,2013,10,Education,%,0.0
Moving 12 months average rate of change in HICP,April,2013,11,Restaurants and hotels,%,0.0
Moving 12 months average rate of change in HICP,April,2013,12,Miscellaneous goods and services,%,0.0
Moving 12 months average rate of change in HICP,May,2013,00,All-items,%,0.0
Moving 12 months average rate of change in HICP,May,2013,01,Food and non-alcoholic beverages,%,0.0
Moving 12 months average rate of change in HICP,May,2013,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Moving 12 months average rate of change in HICP,May,2013,03,Clothing and footwear,%,0.0
Moving 12 months average rate of change in HICP,May,2013,04,"Housing, water, electricity, gas and other fuels",%,0.0
Moving 12 months average rate of change in HICP,May,2013,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Moving 12 months average rate of change in HICP,May,2013,06,Health,%,0.0
